,Article 1,Article 2,Corr.
63,2019 Hong Kong extradition bill,List of November 2019 Hong Kong protests,-0.18821363704599978
583,Hong Kong,Reactions to the 2019–20 Hong Kong protests,-0.188694392192467
400,Death of Chow Tsz-lok,List of August 2019 Hong Kong protests,-0.19049236375305054
211,2019–20 Hong Kong protests,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.19453367807871055
498,HKmap.live,List of November 2019 Hong Kong protests,-0.19752285876793396
682,List of November 2019 Hong Kong protests,Siege of the Hong Kong Polytechnic University,-0.19989651454372484
233,Art of the 2019–20 Hong Kong protests,List of November 2019 Hong Kong protests,-0.20147734793595823
365,Death of Chan Yin-lam,Glory to Hong Kong,-0.20541378014559336
119,2019 Prince Edward station attack,Death of Chow Tsz-lok,-0.208060619296374
586,Hong Kong,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.21831996466212286
323,Chinese University of Hong Kong conflict,List of November 2019 Hong Kong protests,-0.21986201798558624
392,Death of Chow Tsz-lok,Government of Hong Kong,-0.22354812202723007
645,List of December 2019 Hong Kong protests,Reactions to the 2019–20 Hong Kong protests,-0.224959806070779
36,12 June 2019 Hong Kong protest,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.2296882481579682
394,Death of Chow Tsz-lok,Hong Kong 1 July marches,-0.23165999840929904
366,Death of Chan Yin-lam,Government of Hong Kong,-0.24031767096114712
736,Siege of the Hong Kong Polytechnic University,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.24421185729640796
172,2019 Yuen Long attack,Murder of Poon Hiu-wing,-0.24981399982023697
29,12 June 2019 Hong Kong protest,List of September 2019 Hong Kong protests,-0.254148796562684
621,List of August 2019 Hong Kong protests,List of December 2019 Hong Kong protests,-0.2570875356042543
26,12 June 2019 Hong Kong protest,List of November 2019 Hong Kong protests,-0.2627663871910843
606,Lennon Wall (Hong Kong),List of December 2019 Hong Kong protests,-0.27132690341564647
230,Art of the 2019–20 Hong Kong protests,List of December 2019 Hong Kong protests,-0.27392017792317813
649,List of December 2019 Hong Kong protests,Umbrella Movement,-0.27717800166138395
201,2019–20 Hong Kong protests,List of November 2019 Hong Kong protests,-0.2989625106607272
379,Death of Chan Yin-lam,List of October 2019 Hong Kong protests,-0.303404844459548
374,Death of Chan Yin-lam,List of August 2019 Hong Kong protests,-0.3166586297168406
23,12 June 2019 Hong Kong protest,List of December 2019 Hong Kong protests,-0.31899901731100466
473,Government of Hong Kong,List of December 2019 Hong Kong protests,-0.32227730441997626
307,Chinese University of Hong Kong conflict,Death of Chan Yin-lam,-0.3225316357697264
678,List of November 2019 Hong Kong protests,Murder of Poon Hiu-wing,-0.33245379815922194
647,List of December 2019 Hong Kong protests,Storming of the Legislative Council Complex,-0.33579530394132084
640,List of December 2019 Hong Kong protests,List of protests in Hong Kong,-0.33579530394132084
261,Carrie Lam,List of December 2019 Hong Kong protests,-0.33579530394132084
96,2019 Hong Kong local elections,List of December 2019 Hong Kong protests,-0.33579530394132084
348,Civil Human Rights Front,List of December 2019 Hong Kong protests,-0.33579530394132084
457,Glory to Hong Kong,Murder of Poon Hiu-wing,-0.37960679614861026
562,Hong Kong Way,Murder of Poon Hiu-wing,-0.39246613924530677
60,2019 Hong Kong extradition bill,List of December 2019 Hong Kong protests,-0.40126679689880757
327,Chinese University of Hong Kong conflict,Murder of Poon Hiu-wing,-0.4190728568189651
648,List of December 2019 Hong Kong protests,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.44953277883238113
516,Hong Kong 1 July marches,List of December 2019 Hong Kong protests,-0.49806492501269034
705,List of September 2019 Hong Kong protests,Murder of Poon Hiu-wing,-0.5311070744464418
205,2019–20 Hong Kong protests,Murder of Poon Hiu-wing,-0.5617670677481239
642,List of December 2019 Hong Kong protests,Murder of Poon Hiu-wing,-0.8666022504579776
